Ingredient ID,Ingredient Name,Category,Supplier Name,Supplier Type,Price per KG (USD),Potency (%),Active,Notes
RM054,Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS,Vitamins,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",25.00,50,TRUE,No
RM053,Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU,Vitamins,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",65.00,98,TRUE,No
RM055,Zinc Amino Acid Chelate 20%,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",22.00,20,TRUE,No
RM056,Zinc Ascorbate,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",18.50,95,TRUE,No
RM057,Zinc Citrate 30%,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",13.50,30,TRUE,No
RM058,Zinc Gluconate 13%,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",5.50,13,TRUE,No
RM050,vitamin C 97% granular,Vitamins,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",7.50,97,TRUE,No
RM059,Advantose 100® (Maltose NF),Other,Azelis Pharma,"Advantose 100® (Maltose NF), isomalt (galenIQ 721 )",19.82,95,TRUE,Yes
RM060,isomalt (galenIQ 721 ),Other,Azelis Pharma,"Advantose 100® (Maltose NF), isomalt (galenIQ 721 )",9.90,95,TRUE,No
RM061,Creatine MagnaPower,Amino Acids,Balchem,Creatine MagnaPower,68.39,99,TRUE,No
RM062,APPLE CIDER VINEGAR WITH MOTHER,Other,Best Global/NINGBOHERB,"APPLE CIDER VINEGAR WITH MOTHER, Astragalus Root Extract 10:1, Cinnamon(Cinnamomum burmanni) bark , Curcumin Extract 95%, Polygonum cuspidatum 50% Trans-Resveratrol Root, Polygonum cuspidatum P.E. 98% Trans-Resveratrol, Turmeric (curcuma longa) Root Powder, Turmeric Root Extract (STD to 95% curcuminoids)",6.75,95,TRUE,No
RM063,Astragalus Root Extract 10:1,Botanicals,Best Global/NINGBOHERB,"APPLE CIDER VINEGAR WITH MOTHER, Astragalus Root Extract 10:1, Cinnamon(Cinnamomum burmanni) bark , Curcumin Extract 95%, Polygonum cuspidatum 50% Trans-Resveratrol Root, Polygonum cuspidatum P.E. 98% Trans-Resveratrol, Turmeric (curcuma longa) Root Powder, Turmeric Root Extract (STD to 95% curcuminoids)",8.40,10,TRUE,No
RM064,Cinnamon(Cinnamomum burmanni) bark,Botanicals,Best Global/NINGBOHERB,"APPLE CIDER VINEGAR WITH MOTHER, Astragalus Root Extract 10:1, Cinnamon(Cinnamomum burmanni) bark , Curcumin Extract 95%, Polygonum cuspidatum 50% Trans-Resveratrol Root, Polygonum cuspidatum P.E. 98% Trans-Resveratrol, Turmeric (curcuma longa) Root Powder, Turmeric Root Extract (STD to 95% curcuminoids)",3.30,10,TRUE,No
RM065,Curcumin Extract 95%,Botanicals,Best Global/NINGBOHERB,"APPLE CIDER VINEGAR WITH MOTHER, Astragalus Root Extract 10:1, Cinnamon(Cinnamomum burmanni) bark , Curcumin Extract 95%, Polygonum cuspidatum 50% Trans-Resveratrol Root, Polygonum cuspidatum P.E. 98% Trans-Resveratrol, Turmeric (curcuma longa) Root Powder, Turmeric Root Extract (STD to 95% curcuminoids)",50.00,95,TRUE,No
RM066,Polygonum cuspidatum 50% Trans-Resveratrol Root,Botanicals,Best Global/NINGBOHERB,"APPLE CIDER VINEGAR WITH MOTHER, Astragalus Root Extract 10:1, Cinnamon(Cinnamomum burmanni) bark , Curcumin Extract 95%, Polygonum cuspidatum 50% Trans-Resveratrol Root, Polygonum cuspidatum P.E. 98% Trans-Resveratrol, Turmeric (curcuma longa) Root Powder, Turmeric Root Extract (STD to 95% curcuminoids)",82.50,50,TRUE,No
RM067,Polygonum cuspidatum P.E. 98% Trans-Resveratrol,Other,Best Global/NINGBOHERB,"APPLE CIDER VINEGAR WITH MOTHER, Astragalus Root Extract 10:1, Cinnamon(Cinnamomum burmanni) bark , Curcumin Extract 95%, Polygonum cuspidatum 50% Trans-Resveratrol Root, Polygonum cuspidatum P.E. 98% Trans-Resveratrol, Turmeric (curcuma longa) Root Powder, Turmeric Root Extract (STD to 95% curcuminoids)",258.00,98,TRUE,No
RM068,Turmeric (curcuma longa) Root Powder,Botanicals,Best Global/NINGBOHERB,"APPLE CIDER VINEGAR WITH MOTHER, Astragalus Root Extract 10:1, Cinnamon(Cinnamomum burmanni) bark , Curcumin Extract 95%, Polygonum cuspidatum 50% Trans-Resveratrol Root, Polygonum cuspidatum P.E. 98% Trans-Resveratrol, Turmeric (curcuma longa) Root Powder, Turmeric Root Extract (STD to 95% curcuminoids)",3.65,10,TRUE,No
RM069,Turmeric Root Extract (STD to 95% curcuminoids),Botanicals,Best Global/NINGBOHERB,"APPLE CIDER VINEGAR WITH MOTHER, Astragalus Root Extract 10:1, Cinnamon(Cinnamomum burmanni) bark , Curcumin Extract 95%, Polygonum cuspidatum 50% Trans-Resveratrol Root, Polygonum cuspidatum P.E. 98% Trans-Resveratrol, Turmeric (curcuma longa) Root Powder, Turmeric Root Extract (STD to 95% curcuminoids)",58.00,95,TRUE,No
RM070,FISH OIL ENTERIC COATED 645 MG (STD. 450 MG OMEGA-3),Oils,Captek Softgel,FISH OIL ENTERIC COATED 645 MG (STD. 450 MG OMEGA-3),0.05,100,TRUE,No
RM072,NATURAL CHOCOLATE FLAVOR POWDER,Botanicals,"Carmi Flavor and Fragrance Co., Inc.",Raw Material Supplier,11.00,10,FALSE,No
RM071,Natural Chocolate Flavor Powder,Botanicals,"Carmi Flavor and Fragrance Co., Inc.",Raw Material Supplier,19.00,10,FALSE,No
RM073,natural peppermint flavor,Flavors,"Carmi Flavor and Fragrance Co., Inc.",Raw Material Supplier,40.95,100,FALSE,No
RM074,FD&C Red#40 (5406),Other,Colorcon,FD&C Red#40 (5406),51.62,95,TRUE,No
RM075,Nat Lemon-Lime Flavor Powder (LL-33698),Botanicals,Custom Flavors,"Nat Lemon-Lime Flavor Powder (LL-33698), Natural Mandarin Orange Flavor Powder, Natural Mixed Berry Flavor (Custom Flavors BE-23045), Natural Raspberry Flavor Powder (RA-29779)",14.08,10,FALSE,No
RM076,Natural Mandarin Orange Flavor Powder,Botanicals,Custom Flavors,"Nat Lemon-Lime Flavor Powder (LL-33698), Natural Mandarin Orange Flavor Powder, Natural Mixed Berry Flavor (Custom Flavors BE-23045), Natural Raspberry Flavor Powder (RA-29779)",12.85,10,FALSE,No
RM077,Natural Mixed Berry Flavor (Custom Flavors BE-23045),Flavors,Custom Flavors,"Nat Lemon-Lime Flavor Powder (LL-33698), Natural Mandarin Orange Flavor Powder, Natural Mixed Berry Flavor (Custom Flavors BE-23045), Natural Raspberry Flavor Powder (RA-29779)",17.24,100,FALSE,No
RM078,Natural Raspberry Flavor Powder (RA-29779),Botanicals,Custom Flavors,"Nat Lemon-Lime Flavor Powder (LL-33698), Natural Mandarin Orange Flavor Powder, Natural Mixed Berry Flavor (Custom Flavors BE-23045), Natural Raspberry Flavor Powder (RA-29779)",26.47,10,FALSE,No
RM079,Amla Berry powder,Botanicals,"Ecuadorian Rainforest, LLC.",Raw Material Supplier,14.00,10,TRUE,No
RM080,Cat's Claw bark Powder,Botanicals,"Ecuadorian Rainforest, LLC.",Raw Material Supplier,12.00,10,TRUE,No
RM081,False Unicorn Powder,Botanicals,"Ecuadorian Rainforest, LLC.",Raw Material Supplier,44.00,10,TRUE,No
RM082,Oregon Grape Root powder,Botanicals,"Ecuadorian Rainforest, LLC.",Raw Material Supplier,38.00,10,TRUE,No
RM083,SARGASSUM POWDER (Seaweed),Botanicals,"Ecuadorian Rainforest, LLC.",Raw Material Supplier,21.33,10,TRUE,No
RM084,Beta-Nicotinamide Mononucleotide,Other,Effepharm,Beta-Nicotinamide Mononucleotide,250.00,95,TRUE,No
RM085,Palm Oil Powder,Botanicals,"Elements, L.L.C.",Raw Material Supplier,14.50,10,TRUE,No
RM086,Pink Himalayan Salt,Other,Essential Organics,Pink Himalayan Salt,3.76,95,TRUE,No
RM087,Cane Sugar ( Surcose) Extra Fine Granulated Sugar,Other,Essex Food Ingredients,"Cane Sugar ( Surcose) Extra Fine Granulated Sugar, Organic Cacao Bean, White Rice Flour",0.89,95,TRUE,No
RM088,Organic Cacao Bean,Other,Essex Food Ingredients,"Cane Sugar ( Surcose) Extra Fine Granulated Sugar, Organic Cacao Bean, White Rice Flour",2.28,95,TRUE,No
RM089,White Rice Flour,Other,Essex Food Ingredients,"Cane Sugar ( Surcose) Extra Fine Granulated Sugar, Organic Cacao Bean, White Rice Flour",1.15,95,TRUE,No
RM091,Apple (malus domestica) fruit 40% fiber,Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",7.75,40,TRUE,No
RM092,Apple (malus domestica) fruit Pectin,Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",31.00,10,TRUE,No
RM093,Atlantic kelp (laminaria digitata),Other,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",26.00,95,TRUE,No
RM094,Bearberry leaf Extract (Uva Ursi Extract 4:1),Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",22.00,10,TRUE,No
RM095,Borage Oil (from Borago Officinalis) Seed Powder,Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",28.00,10,TRUE,No
RM096,Citrus bioflavonoid 10%,Other,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",15.00,10,TRUE,No
RM097,Fenugreek (Trigonella foenum Graecum),Other,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",7.75,95,TRUE,No
RM098,Grapefruit (citrus paradisi) fruit pectin,Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",18.00,10,TRUE,No
RM103,Jujube (Ziziphus jujuba) Fruit Extract 4:1,Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",21.00,10,TRUE,No
RM099,Kelp - Atlantic (Ascophyllum nodosum) Powder,Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",10.25,10,TRUE,No
RM100,Lemon Bioflavonoid,Flavors,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",23.00,100,TRUE,No
RM101,Marshmallow Root Powder,Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",13.00,10,TRUE,No
RM102,Organic Ceylon Cinnamon,Other,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",25.00,95,TRUE,No
RM104,Yarrow (Achillea millefolium) Flower Powder,Botanicals,FCC Products Inc,"Apple (malus domestica) fruit 40% fiber , Apple (malus domestica) fruit Pectin, Atlantic kelp (laminaria digitata) , Bearberry leaf Extract (Uva Ursi Extract 4:1), Borage Oil (from Borago Officinalis) Seed Powder, Citrus bioflavonoid 10%, Fenugreek (Trigonella foenum Graecum), Grapefruit (citrus paradisi) fruit pectin, Kelp - Atlantic (Ascophyllum nodosum) Powder, Lemon Bioflavonoid , Marshmallow Root Powder, Organic Ceylon Cinnamon, Jujube (Ziziphus jujuba) Fruit Extract 4:1, Yarrow (Achillea millefolium) Flower Powder",24.00,10,TRUE,No
RM117,NATURAL CITRUS TYPE FLAVOR SD (A19-008935),Flavors,FI Flavor Insight,Raw Material Supplier,20.98,100,FALSE,No
RM116,NATURAL MASKING TYPE FLAVOR PWD (A19-009794),Flavors,FI Flavor Insight,Raw Material Supplier,14.70,100,FALSE,No
RM113,Nat Black Cherry Flavor Wonf SD (A19-010208),Flavors,FI Flavor Insight,Raw Material Supplier,17.61,100,FALSE,No
RM106,Nat Black Currant Type Flavor (A19-010147),Flavors,FI Flavor Insight,Raw Material Supplier,8.12,100,FALSE,No
RM107,Natural Fruit punch flavor ( A19-008809),Botanicals,FI Flavor Insight,Raw Material Supplier,35.86,10,FALSE,No
RM108,Natural Grape Flavor Wonf SD (A19-010149),Flavors,FI Flavor Insight,Raw Material Supplier,16.08,100,FALSE,No
RM114,Natural Lemonade Flavor (A19-010270),Flavors,FI Flavor Insight,Raw Material Supplier,26.77,100,FALSE,No
RM115,Natural Mango Flavor Wonf SD (A19-011298),Flavors,FI Flavor Insight,Raw Material Supplier,14.83,100,FALSE,Yes
